bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year
HX,en,Utopias -- Early works to 1800,Utopia,Text,2933,2130,97,https://www.gutenberg.org/ebooks/2130,1478,1535,"More, Thomas, Saint",22,04/22/05,4,April,2005
BL,en,"Mythology, Classical",Myths and Legends of Ancient Greece and Rome,Text,2924,22381,98,https://www.gutenberg.org/ebooks/22381,0,0,"Berens, E. M.",23,08/23/07,8,August,2007
PR,en,Erotic stories,Forbidden Fruit: Luscious and exciting story and More forbidden fruit or; Master Percy's progress in and beyond the domestic circle,Text,2905,28520,99,https://www.gutenberg.org/ebooks/28520,0,0,Anonymous,6,04/06/09,4,April,2009
E201,en,"United States -- Politics and government -- 1775-1783,Monarchy -- Early works to 1800,Political science -- Early works to 1800",Common Sense,Text,2884,147,100,https://www.gutenberg.org/ebooks/147,1737,1809,"Paine, Thomas",9,06/09/08,6,June,2008
PR,en,"Gentry -- England -- Fiction,Horror tales -- Appreciation -- Fiction,Books and reading -- Fiction,Satire,Gothic fiction (Literary genre),England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Marriage -- Economic aspects -- Fiction,Young women -- Fiction,Love stories",Northanger Abbey,Text,2871,121,101,https://www.gutenberg.org/ebooks/121,1775,1817,"Austen, Jane",1,"April, 1994",4,April,1994
PS,en,"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction;Revenge -- Fiction;Married women -- Fiction;Adultery -- Fiction;Triangles (Interpersonal relations) -- Fiction;Women immigrants -- Fiction;Illegitimate children -- Fiction;Historical fiction;Psychological fiction;Clergy -- Fiction;Puritans -- Fiction",The Scarlet Letter,Text,2861,33,102,https://www.gutenberg.org/ebooks/33,1804,1864,"Hawthorne, Nathaniel",1,"February, 1992",2,February,1992
HX,en,"Socialism,Communism",The Communist Manifesto,Text,2856,61,103,https://www.gutenberg.org/ebooks/61,1820,1895,"Engels, Friedrich",25,01/25/05,1,January,2005
PS,en,"Governesses -- Fiction,England -- Fiction,Children -- Fiction,Ghost stories,Psychological fiction",The Turn of the Screw,Text,2850,209,104,https://www.gutenberg.org/ebooks/209,1843,1916,"James, Henry",1,"February, 1995",2,February,1995
PA,en,"Women and peace -- Drama;Aristophanes -- Translations into English;Lysistrata (Fictitious character) -- Drama;Peace movements -- Drama;Greece -- History -- Peloponnesian War, 431-404 B.C. -- Drama;Greek drama (Comedy) -- Translations into English;Comedies",Lysistrata,Text,2849,7700,105,https://www.gutenberg.org/ebooks/7700,-450,-388,Aristophanes,6,04/06/08,4,April,2008
E151,en,African Americans,The Souls of Black Folk,Text,2793,408,106,https://www.gutenberg.org/ebooks/408,1868,1963,"Du Bois, W. E. B. (William Edward Burghardt)",29,01/29/08,1,January,2008
PQ,en,"Domestic fiction,Married women -- Fiction,Middle class -- Fiction,Suicide victims -- Fiction,Physicians' spouses -- Fiction,France -- Fiction,Adultery -- Fiction",Madame Bovary,Text,2744,2413,107,https://www.gutenberg.org/ebooks/2413,1821,1880,"Flaubert, Gustave",25,02/25/06,2,February,2006
PQ,en,"Philippine fiction (Spanish) -- Translations into English,Nationalists -- Philippines -- Fiction,Philippines -- History -- Fiction",The Reign of Greed,Text,2741,10676,108,https://www.gutenberg.org/ebooks/10676,1861,1896,"Rizal, Jose",10,10/10/05,10,October,2005
PT,en,"Norwegian drama -- Translations into English,Man-woman relationships -- Drama,Identity (Psychology) -- Drama,Women -- Social conditions -- Drama",Hedda Gabler,Text,2713,4093,109,https://www.gutenberg.org/ebooks/4093,1828,1906,"Ibsen, Henrik",1,"May, 2003",5,May,2003
PR,en,"Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction",The Return of Sherlock Holmes,Text,2669,108,110,https://www.gutenberg.org/ebooks/108,1859,1930,"Doyle, Arthur Conan",8,07/08/07,7,July,2007
PR,en,"Arthur, King -- Legends;Arthurian romances",Le Morte d'Arthur: Volume 1,Text,2638,1251,111,https://www.gutenberg.org/ebooks/1251,0,1471,"Malory, Thomas, Sir",1,"March, 1998",3,March,1998
PS,en,"Fantasy fiction;American fiction -- 19th century;Horror tales, American;Poe, Edgar Allan, 1809-1849",The Works of Edgar Allan Poe — Volume 1,Text,2613,2147,112,https://www.gutenberg.org/ebooks/2147,1809,1849,"Poe, Edgar Allan",19,05/19/08,5,May,2008
PR,en,Don Juan (Legendary character) -- Poetry,Don Juan,Text,2572,21700,113,https://www.gutenberg.org/ebooks/21700,1788,1824,"Byron, George Gordon Byron, Baron",6,06/06/07,6,June,2007
PR,en,"War stories,Mars (Planet) -- Fiction,Science fiction,Martians -- Fiction,Space warfare -- Fiction,Life on other planets -- Fiction,Imaginary wars and battles -- Fiction",The War of the Worlds,Text,2546,36,114,https://www.gutenberg.org/ebooks/36,1866,1946,"Wells, H. G. (Herbert George)",1,"July, 1992",7,July,1992
PR,en,"Country homes -- Fiction,Adoptees -- Fiction,Children of the rich -- Fiction,Uncles -- Fiction,Cousins -- Fiction,England -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Mansfield Park,Text,2537,141,115,https://www.gutenberg.org/ebooks/141,1775,1817,"Austen, Jane",1,"June, 1994",6,June,1994
"PZ,PR",en,"Animals -- Fiction;Children's stories, English;Short stories",Just So Stories,Text,2526,2781,116,https://www.gutenberg.org/ebooks/2781,1865,1936,"Kipling, Rudyard",1,07/01/04,7,July,2004
PR,en,"City and town life -- Fiction,Bildungsromans,England -- Fiction,Married people -- Fiction,Domestic fiction,Didactic fiction,Young women -- Fiction,Love stories",Middlemarch,Text,2461,145,117,https://www.gutenberg.org/ebooks/145,1819,1880,"Eliot, George",24,05/24/08,5,May,2008
B,en,"Philosophy,Superman (Philosophical concept)",Thus Spake Zarathustra: A Book for All and None,Text,2454,1998,118,https://www.gutenberg.org/ebooks/1998,1844,1900,"Nietzsche, Friedrich Wilhelm",1,"December, 1999",12,December,1999
B,en,"Life,Ethics,Stoics",Meditations,Text,2452,2680,119,https://www.gutenberg.org/ebooks/2680,121,180,"Marcus Aurelius, Emperor of Rome",1,"June, 2001",6,June,2001
QH,en,"Evolution (Biology),Natural selection","On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life",Text,2449,1228,120,https://www.gutenberg.org/ebooks/1228,1809,1882,"Darwin, Charles",1,"March, 1998",3,March,1998
PT,en,"Legends -- Germany -- Drama;Magicians -- Drama;German poetry -- Translations into English;Faust, -approximately 1540 -- Drama",Faust,Text,2439,14591,121,https://www.gutenberg.org/ebooks/14591,1749,1832,"Goethe, Johann Wolfgang von",4,01/04/05,1,January,2005
HB,en,Economics,An Inquiry into the Nature and Causes of the Wealth of Nations,Text,2407,3300,122,https://www.gutenberg.org/ebooks/3300,1723,1790,"Smith, Adam",1,"April, 2002",4,April,2002
PZ,en,Rabbits -- Juvenile fiction,The Tale of Peter Rabbit,Text,2371,14838,123,https://www.gutenberg.org/ebooks/14838,1866,1943,"Potter, Beatrix",30,01/30/05,1,January,2005
BJ,en,"Etiquette for women;Formulas, recipes, etc.;Etiquette -- United States -- Handbooks, manuals, etc.","The Ladies' Book of Etiquette, and Manual of Politeness: A Complete Hand Book for the Use of the Lady in Polite Society",Text,2351,35123,124,https://www.gutenberg.org/ebooks/35123,0,0,"Hartley, Florence",30,01/30/11,1,January,2011
B,en,"Knowledge, Theory of",A Treatise of Human Nature,Text,2345,4705,125,https://www.gutenberg.org/ebooks/4705,1711,1776,"Hume, David",1,"December, 2003",12,December,2003
PS,en,"New England -- Fiction,Sisters -- Fiction,Bildungsromans,Autobiographical fiction,Family life -- New England -- Fiction,Young women -- Fiction,March family (Fictitious characters) -- Fiction,Domestic fiction,Mothers and daughters -- Fiction",Little Women,Text,2340,514,126,https://www.gutenberg.org/ebooks/514,1832,1888,"Alcott, Louisa May",1,"May, 1996",5,May,1996
B,en,"Metaphysics;Knowledge, Theory of;Philosophy -- Introductions",The Problems of Philosophy,Text,2332,5827,127,https://www.gutenberg.org/ebooks/5827,1872,1970,"Russell, Bertrand",1,"June, 2004",6,June,2004
PR,en,"Bildungsromans,Illegitimate children -- Fiction,London (England) -- Fiction,Guardian and ward -- Fiction,Legal stories,Inheritance and succession -- Fiction,Domestic fiction,Young women -- Fiction",Bleak House,Text,2330,1023,128,https://www.gutenberg.org/ebooks/1023,1812,1870,"Dickens, Charles",1,08/01/97,8,August,1997
PS,en,"Fantasy fiction;American fiction -- 19th century;Horror tales, American;Short stories",The Works of Edgar Allan Poe — Volume 2,Text,2307,2148,129,https://www.gutenberg.org/ebooks/2148,1809,1849,"Poe, Edgar Allan",19,05/19/08,5,May,2008
PS,en,"Vocabulary -- Humor,English language -- Semantics -- Humor,English language -- Dictionaries -- Humor",The Devil's Dictionary,Text,2287,972,130,https://www.gutenberg.org/ebooks/972,1842,1913,"Bierce, Ambrose",1,01/01/11,1,January,1911
U,en,"Military art and science -- Early works to 1800,War -- Early works to 1800",The Art of War,Text,2270,132,131,https://www.gutenberg.org/ebooks/132,0,0,"Sunzi, active 6th century B.C.",1,05/01/94,5,May,1994
B,en,"Philosophy, German;Causation;Reason;Knowledge, Theory of",The Critique of Pure Reason,Text,2252,4280,132,https://www.gutenberg.org/ebooks/4280,1724,1804,"Kant, Immanuel",1,"July, 2003",7,July,2003
PR,en,"Prostitutes -- Fiction,England -- Fiction,Erotic stories","Memoirs Of Fanny Hill: A New and Genuine Edition from the Original Text (London, 1749)",Text,2210,25305,133,https://www.gutenberg.org/ebooks/25305,1709,1789,"Cleland, John",2,05/02/08,5,May,2008
NC,en,Drawing,The Practice and Science of Drawing,Text,2209,14264,134,https://www.gutenberg.org/ebooks/14264,1873,0,"Speed, Harold",6,12/06/04,12,December,2004
PR,en,"Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction",The Sign of the Four,Text,2200,2097,135,https://www.gutenberg.org/ebooks/2097,1859,1930,"Doyle, Arthur Conan",1,"March, 2000",3,March,2000
PA,en,"Epic poetry, Greek -- Translations into English;Odysseus (Greek mythology);Homer -- Translations into English",The Odyssey: Rendered into English prose for the use of those who cannot read the original,Text,2199,1727,136,https://www.gutenberg.org/ebooks/1727,-750,-650,Homer,1,"April, 1999",4,April,1999
PS,en,"Princesses -- Fiction;Dejah Thoris (Fictitious character) -- Fiction;Carter, John (Fictitious character) -- Fiction;Mars (Planet) -- Fiction;Science fiction",A Princess of Mars,Text,2190,62,137,https://www.gutenberg.org/ebooks/62,1875,1950,"Burroughs, Edgar Rice",23,06/23/08,6,June,2008
GR,en,"Tales -- China;Legends -- China;Mythology, Chinese",Myths and Legends of China,Text,2187,15250,138,https://www.gutenberg.org/ebooks/15250,1864,1954,"Werner, E. T. C. (Edward Theodore Chalmers)",4,03/04/05,3,March,2005
PQ,en,"France -- History -- Louis XIII, 1610-1643 -- Fiction;Adventure and adventurers -- Fiction;Swordsmen -- Fiction;Historical fiction",The Three Musketeers,Text,2162,1257,139,https://www.gutenberg.org/ebooks/1257,1802,1870,"Dumas, Alexandre",1,03/01/98,3,March,1998
PS,en,"Science fiction,Short stories",2 B R 0 2 B,Text,2144,21279,140,https://www.gutenberg.org/ebooks/21279,1922,2007,"Vonnegut, Kurt",3,05/03/07,5,May,2007
PT,en,"Unrequited love -- Fiction,Young men -- Germany -- Fiction,Germany -- Social life and customs -- Fiction",The Sorrows of Young Werther,Text,2130,2527,141,https://www.gutenberg.org/ebooks/2527,1749,1832,"Goethe, Johann Wolfgang von",1,"February, 2001",2,February,2001
PR,en,"Country homes -- Fiction,Psychological fiction,Art teachers -- Fiction,Nobility -- Fiction,Deception -- Fiction,Gothic fiction (Literary genre),England -- Fiction,Psychiatric hospital patients -- Fiction,Inheritance and succession -- Fiction,Love stories",The Woman in White,Text,2127,583,142,https://www.gutenberg.org/ebooks/583,1824,1889,"Collins, Wilkie",1,"July, 1996",7,July,1996
PG,en,"Political fiction,Russia -- Officials and employees -- Fiction,Russia -- History -- 1801-1917 -- Fiction",Notes from the Underground,Text,2125,600,143,https://www.gutenberg.org/ebooks/600,1821,1881,"Dostoyevsky, Fyodor",1,"July, 1996",7,July,1996
PA,en,"Latin language -- Grammar -- Problems, exercises, etc.",Latin for Beginners,Text,2116,18251,144,https://www.gutenberg.org/ebooks/18251,1860,1940,"D'Ooge, Benjamin L. (Benjamin Leonard)",25,04/25/06,4,April,2006
PR,en,"Private investigators -- England -- Fiction;Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction",The Memoirs of Sherlock Holmes,Text,2115,834,145,https://www.gutenberg.org/ebooks/834,1859,1930,"Doyle, Arthur Conan",1,"March, 1997",3,March,1997
DG,en,"Rome -- History -- Empire, 30 B.C.-476 A.D.;Byzantine Empire -- History -- To 527;Indexes",The History Of The Decline And Fall Of The Roman Empire: Table of Contents with links in the HTML file to the two; Project Gutenberg editions (12 volumes),Text,2105,25717,146,https://www.gutenberg.org/ebooks/25717,1737,1794,"Gibbon, Edward",7,06/07/08,6,June,2008
PT,en,Social problems -- Fiction,The Trial,Text,2099,7849,147,https://www.gutenberg.org/ebooks/7849,1883,1924,"Kafka, Franz",1,"April, 2005",4,April,2005
PR,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama","Hamlet, Prince of Denmark",Text,2092,1524,148,https://www.gutenberg.org/ebooks/1524,1564,1616,"Shakespeare, William",1,01/01/03,1,January,1603
PE,en,"English language -- Middle English, 1100-1500 -- Dictionaries",A Concise Dictionary of Middle English from A.D. 1150 to 1580,Text,2069,10625,149,https://www.gutenberg.org/ebooks/10625,1835,1912,"Skeat, Walter W. (Walter William)",7,01/07/04,1,January,2004
,en,,Journal of Small Things,Text,2046,51245,150,https://www.gutenberg.org/ebooks/51245,1876,1961,"Mackay, Helen",18,02/18/16,2,February,2016
"PZ,PR",en,"Country life -- Fiction,Humorous stories,Pastoral fiction,England -- Fiction,Fantasy fiction,Animals -- Fiction,Friendship -- Fiction,River life -- Fiction",The Wind in the Willows,Text,2019,289,151,https://www.gutenberg.org/ebooks/289,1859,1932,"Grahame, Kenneth",1,"July, 1995",7,July,1995
PR,en,"Pastoral fiction,Wessex (England) -- Fiction,Children of clergy -- Fiction,Children of the rich -- Fiction,Triangles (Interpersonal relations) -- Fiction,Poor families -- Fiction,Women household employees -- Fiction,Man-woman relationships -- Fiction,Women murderers -- Fiction,Rape victims -- Fiction,Didactic fiction",Tess of the d'Urbervilles: A Pure Woman,Text,2014,110,152,https://www.gutenberg.org/ebooks/110,1840,1928,"Hardy, Thomas",1,"February, 1994",2,February,1994
PR,en,"Scotland -- Kings and rulers -- Drama;Tragedies;Macbeth, King of Scotland, active 11th century -- Drama;Regicides -- Drama",Macbeth,Text,2012,2264,153,https://www.gutenberg.org/ebooks/2264,1564,1616,"Shakespeare, William",1,01/01/23,1,January,1623
PE,en,"Report writing,English language -- Style,English language -- Rhetoric",The Elements of Style,Text,2000,37134,154,https://www.gutenberg.org/ebooks/37134,1869,1946,"Strunk, William",19,08/19/11,8,August,2011
PR,en,"London (England) -- Drama,Comedies",An Ideal Husband,Text,1980,885,155,https://www.gutenberg.org/ebooks/885,1854,1900,"Wilde, Oscar",27,03/27/09,3,March,2009
PQ,es,"Picaresque literature,Spain -- Social life and customs -- 16th century -- Fiction,Knights and knighthood -- Spain -- Fiction,Romances",Don Quijote,Text,1975,2000,156,https://www.gutenberg.org/ebooks/2000,1547,1616,"Cervantes Saavedra, Miguel de",1,"December, 1999",12,December,1999
PS,en,"Edward VI, King of England, 1537-1553 -- Fiction;Princes -- Fiction;Social classes -- Fiction;Poor children -- Fiction;London (England) -- Fiction;Impostors and imposture -- Fiction;Historical fiction;Lookalikes -- Fiction;Boys -- Fiction",The Prince and the Pauper,Text,1955,1837,157,https://www.gutenberg.org/ebooks/1837,1835,1910,"Twain, Mark",20,08/20/06,8,August,2006
PR,en,"Children of clergy -- Fiction;Bildungsromans;Social classes -- Fiction;Didactic fiction;Young women -- Fiction;England, Northern -- Fiction;Mothers and daughters -- Fiction",North and South,Text,1948,4276,158,https://www.gutenberg.org/ebooks/4276,1810,1865,"Gaskell, Elizabeth Cleghorn",12,06/12/12,6,June,2012
PR,en,"Pilgrims and pilgrimages -- Europe -- Poetry,Voyages and travels -- Poetry,English poetry",Childe Harold's Pilgrimage,Text,1947,5131,159,https://www.gutenberg.org/ebooks/5131,1788,1824,"Byron, George Gordon Byron, Baron",1,"February, 2004",2,February,2004
PR,en,Melancholy -- Early works to 1800,The Anatomy of Melancholy,Text,1939,10800,160,https://www.gutenberg.org/ebooks/10800,1577,1640,"Burton, Robert",13,01/13/04,1,January,2004
ND,en,"Leonardo, da Vinci, 1452-1519 -- Notebooks, sketchbooks, etc.",The Notebooks of Leonardo Da Vinci — Complete,Text,1927,5000,161,https://www.gutenberg.org/ebooks/5000,1452,1519,"Leonardo, da Vinci",1,"January, 2004",1,January,2004
PZ,en,"Fairy tales -- Denmark;Fairy tales;Children's stories, Danish -- Translations into English",Andersen's Fairy Tales,Text,1924,1597,162,https://www.gutenberg.org/ebooks/1597,1805,1875,"Andersen, H. C. (Hans Christian)",1,"January, 1999",1,January,1999
,en,,Great Disasters and Horrors in the World's History,Text,1904,51246,163,https://www.gutenberg.org/ebooks/51246,1864,1948,"Godbey, Allen Howard",18,02/18/16,2,February,2016
PS,en,American drama,Plays,Text,1897,10623,164,https://www.gutenberg.org/ebooks/10623,1876,1948,"Glaspell, Susan",7,01/07/04,1,January,2004
